"","X0","X1","X2","X3","X4","X5","X6","X7","X8","X9"
"6694",-0.69422925,-1.3077581,-0.11630206,-0.4909603,-1.5827312,-0.9193922,0.44563895,0.7651565,0.7565205,1.2009945
"12159",-0.48532096,-0.84207654,1.07312,1.125893,-0.07694561,0.04953289,0.08934885,-0.20063013,0.9231882,-1.4491156
"10685",-0.08014798,-0.09048501,-0.8498274,-0.31899336,0.4388258,-0.8618541,-0.03562534,-0.02020073,0.7765341,-0.23112567
"19084",0.40193617,-0.9594979,0.6016464,-0.76485425,0.40241086,-1.41762,1.5584242,-2.2110398,0.17924842,0.95729876
"15524",0.20127124,0.46763206,-1.2011518,-0.46708786,0.25598323,0.3662237,-0.21966058,-0.7927454,-0.94568825,-0.2727394
"25199",0.30582333,-1.4477644,-0.91130376,-1.018928,-0.38258177,2.4088926,-2.8908222,2.1708362,-1.8686491,0.8312816
"7625",0.4074549,0.43354154,-0.32661974,0.42339975,0.20998055,-0.9962293,-0.08834094,-0.8505085,0.3438579,-0.18950772
"22004",0.75790864,1.0100379,-0.4387293,-1.3030149,-0.092268184,-1.5470753,-0.45916164,-1.7723074,0.10543606,-0.06304395
"17621",-1.8494494,-0.24631956,1.3943192,-1.1127818,-0.68302244,0.2037766,-0.5216429,0.52242845,1.1830251,-1.1588552
"13981",-0.16471481,0.08238864,-0.98897684,0.31431174,-0.019877404,0.8038788,-0.16762263,-0.23472458,0.8885685,0.36833185
"391",-0.32271034,-0.693678,-0.03838542,1.7796628,-0.4285227,-0.7888966,0.04083562,-0.30438894,0.8575982,1.0819165
"22705",0.82200044,2.0900583,0.003117174,0.21185687,0.38419032,-1.3689234,-0.67268264,-0.19574255,0.35125598,0.4892866
"29586",-0.2884868,-0.35499182,-1.5353655,-0.37753686,0.75468373,0.3349291,0.086977005,-2.9146671e-05,0.10315117,0.3257103
"7122",-0.27693698,-0.95769227,1.4166104,0.3757195,0.37457603,-0.08012825,0.030231833,0.37964097,0.5712582,-1.1390573
"16966",1.3629851,0.38370252,-0.4596068,0.25527543,0.81392264,-0.93090683,0.5506797,-0.8579733,0.26272205,0.18414108
"5888",-1.1418209,-0.3756631,0.74453473,0.67023546,1.2786655,1.1126071,0.08668321,1.3334956,-1.037645,-0.9422953
"12631",-0.72562945,-0.6562796,-0.41079015,1.3807293,-0.21935594,1.9901339,-2.0230196,1.7014356,0.27435598,1.7244058
"29313",-0.68713135,-0.8268101,-0.27480626,2.2571955,0.09841749,1.6827778,-2.2004974,1.422456,-0.8008689,1.6774428
"20020",-0.3697675,0.24548054,-1.1429656,-1.6852887,-0.26581877,0.6135986,-1.1665457,-0.46334964,0.12374601,0.30331236
"3924",-0.4871181,-0.10515159,-1.2568388,0.618859,-0.21413207,-1.0405017,0.36372936,1.3443056,0.28854045,0.543354
"1236",-0.8987789,0.5644548,-1.2323443,0.046913065,-0.17850162,-1.3062435,0.21374434,0.29721045,-0.2887742,0.06494291
"26037",0.58145136,0.63732135,-0.3704865,0.09388402,-0.096470356,-0.78430474,-0.09297615,-0.53660446,-1.7647437,-0.5345491
"8100",0.3415168,1.8362037,0.46136054,0.7323706,0.39369798,-0.8505919,0.8021624,0.24817199,0.07320514,-1.1023968
"11388",-0.35740042,0.52431667,-1.0548966,-0.6632017,-0.20977002,0.049049377,0.6092995,1.3641593,0.9178722,-0.3475526
"26700",2.4824638,0.7887324,0.91078675,-1.6505405,1.3702955,2.8143854,-0.24530745,1.7022847,-1.8070922,2.4668653
"29045",0.74870783,2.366634,0.24879387,-0.20468438,1.5472579,-0.9334805,0.3867672,-0.0299927,-1.1382061,-1.2558978
"17476",-0.039643466,0.9226725,-1.1815199,-0.5988484,-0.33424854,1.1136326,-0.6544254,0.24455982,0.040954918,0.19318493
"20527",0.05756253,-2.1398165,1.492786,0.52155435,1.1954465,1.0155576,-0.11447257,-0.85542816,-1.490978,0.711387
"26567",-0.20001128,0.7529154,-0.12888852,1.3324155,0.76031405,-1.1788207,-1.1425714,0.4730032,-1.3791733,-0.26363927
"7595",-0.21774158,-0.26936412,-1.396858,-0.15447465,-0.51816297,0.46842682,0.49571025,0.72962254,0.383204,-0.79529554
"8076",-0.025023043,0.863132,-0.050485417,-0.8900455,-0.286848,-1.1712304,1.4133077,0.13623315,0.67360353,-0.2446408
"1226",-0.67288893,-0.58886623,1.4582417,-0.32133904,-0.20891072,-0.034358084,0.014018714,-0.25727338,1.0638527,-1.266757
