"","X0","X1","X2","X3","X4","X5","X6","X7","X8","X9"
"5775",-0.5805815,-0.47511184,1.0473346,-0.58551645,0.2524974,0.23100674,-0.5319942,-1.0182292,1.2745548,-1.7579652
"8851",-0.58903897,0.44569355,0.4970847,-0.48932266,0.33932352,-0.39358807,1.3444533,1.2690761,-1.0326512,-0.6350257
"17742",-0.82033575,2.395402,0.6217489,-0.100013375,-0.16073579,-1.8857152,-0.42163813,-0.6936856,-0.7601632,-0.15370554
"11813",-0.1527077,-0.17034423,-1.012911,-0.53441095,0.25631624,-0.21011287,-0.23285598,0.13738543,-0.10811448,-0.22677852
"112",0.9542425,-0.79461515,-1.1667374,-0.47945434,0.5430151,-0.84540266,0.21737391,1.0004108,-0.7143576,-0.77593005
"9742",2.6607718,1.5270356,1.0627276,-0.3601607,2.238742,1.0651203,3.3097258,0.051414907,-1.8788239,-0.21494699
"25582",0.43332052,0.60484767,-1.1506143,-0.053821847,-0.016845211,0.1547054,0.23906475,0.42038754,-1.212213,0.39585668
"19038",-0.09037408,0.23831666,-1.0545495,-0.15032384,-0.0764933,1.0323366,0.04288006,0.34599772,-0.05992338,0.99351454
"16128",1.235429,-0.054731637,-1.39512,-0.5115713,-0.65685725,-0.6336818,-1.068272,-0.8175941,0.80229795,0.19169445
"907",-0.00938496,0.00656873,-1.0923381,0.040928133,-1.0319526,0.17395711,-0.14279068,0.115124345,-0.21222939,-0.24125251
"25007",0.6290049,-0.34594536,1.3654406,0.9171969,2.0339108,1.3963083,1.16196,0.8537635,-2.9917228,0.09410177
"19472",-0.589632,0.3369217,-1.2903475,-0.22416767,-0.23706368,0.8141855,-1.0116638,-0.3913092,-0.29751378,-0.032570668
"5014",0.6018329,-0.30866086,-0.440005,-1.2036872,-1.4790628,-1.2482473,1.1931205,-0.43479246,0.052320093,-0.8051035
"21615",-0.15795094,-0.479409,0.28681913,-0.4376958,-0.79949397,-0.46035233,-0.8788525,-1.2298391,1.0168623,1.3772663
"20008",0.036314875,1.3098902,-1.1617005,0.3103112,-0.20847848,0.4424852,0.5672102,-0.34279186,-0.3058864,0.3108099
"16828",-0.8296017,-0.20271614,-1.401243,-0.11740422,-0.31344664,-0.26943547,-0.8635421,0.3860992,-0.23012342,0.37732756
"2360",-0.13154715,0.024909973,0.78130996,1.0917418,1.392303,0.42011034,2.1045394,1.4949352,-1.8822385,1.7966883
"16430",-0.9152752,0.73917556,2.046181,-0.3819352,0.427258,1.2013482,-0.19008398,0.39814284,-1.7273551,-1.5945117
"9500",0.32304484,0.19168639,-1.0288829,1.1389048,1.3537657,-0.07073796,0.4788478,0.22091705,0.83203065,-0.13233797
"26678",0.75462455,-1.7835755,-0.17645112,0.20935231,-0.56317866,1.3221084,-1.7511537,2.3313234,-2.6631255,0.5704559
"5365",0.19680941,0.76573074,-0.44420475,-0.24140722,1.4930823,0.32541573,1.4432592,0.6354676,-0.41501963,-0.4089219
"23863",0.83062893,0.48387825,-0.6577437,-0.10077891,0.1004886,-0.57105213,-1.9651177,-0.6475175,-1.3792706,-0.15262964
"25248",0.46409363,-1.5994257,-0.6551621,0.28024977,-0.9663858,1.9534723,-2.5311453,1.7393906,-1.9893736,0.5563462
"19514",-0.18797085,-0.46805862,-1.5217865,-0.616508,-0.41791603,0.19337869,-0.81407773,-1.1863766,0.346957,-0.26024592
"15051",0.10114479,-0.614928,-1.2304764,0.28179312,-0.43017292,-0.48805472,-0.41648996,-0.41541928,-1.4404261,0.24176766
"30420",0.6230517,1.476906,3.3581474,-1.7278268,-6.9920664,-1.2384305,-1.1398877,-1.8250048,-4.1240954,2.3612463
"11536",0.43846184,-0.592069,-0.6847725,-0.6606714,-0.90451866,-1.018897,-0.7397882,-0.4520406,-0.11843991,-0.48796856
"4023",0.18535745,-0.14451808,-1.0976186,0.7735232,0.16314828,-0.10018903,0.52291906,1.3710719,-0.17165583,0.16508384
"20716",-0.5995056,-0.68193436,0.24065241,-1.2502617,-0.25989515,-0.14900321,-0.731634,-0.09917873,0.96965027,2.3141
"16051",-2.150235,-0.57814765,0.7739438,-1.2282741,0.12126985,0.5588219,-0.9074272,-0.547818,-0.23220682,-0.16017078
"3304",-0.4666613,-0.91202974,0.888759,0.0330835,0.15973282,0.8579569,-0.32944983,-0.08562738,0.13638774,-1.7010889
"11445",-1.0352243,-1.1712756,-0.48052835,0.062212065,-1.4357283,-1.3786519,-0.059377432,-0.34209257,-0.2349324,0.8408047
"16015",-1.306438,0.08189523,1.6326945,-0.9171094,-1.0439575,-0.20122343,-1.3122722,-1.1070325,0.9443215,-1.4047904
"1709",-0.17766297,1.7153753,0.26659593,0.41921315,-0.22309966,-1.7002856,0.5225786,0.29922134,-0.56465167,-0.66922057
"13345",-0.70831794,-1.4393663,0.9227319,-0.7142229,-0.22431643,-0.10552466,0.17391962,0.20092529,-0.41053802,-0.87821186
"880",-0.7861395,-0.8798791,1.1555465,-1.2131361,0.37818158,0.49402142,0.2672877,-0.03497356,0.42773387,-1.2486023
"21499",-0.17202845,-0.06011814,2.3337932,-0.29021928,1.6958845,2.8936496,2.019722,-0.47780877,-1.4228933,0.9218823
"2698",0.16042674,-1.9530449,-0.40959626,0.52785957,0.007014513,-0.5559478,-0.6784798,0.23347396,-0.0508689,0.95996106
"30645",0.51046306,0.26433653,-1.0215331,-0.44608968,0.15744182,0.3250196,-1.2376369,-0.54481405,-0.2626345,-0.44733638
"28153",-0.7257694,0.6343688,2.4295318,-1.4814229,-0.8402704,0.11638975,-0.32703245,-1.3470674,0.7763473,-1.4113823
"28450",-0.99523985,-0.042414784,-1.4824796,0.15536709,-0.22543713,0.24393213,-0.6207013,0.2064569,-0.12717098,0.8875176
"13712",-1.4962528,-0.048905373,0.8486861,-0.6655458,-0.19747336,0.7819294,-0.054807603,0.91584945,-0.13363153,-1.8233696
"1933",0.14125878,0.4827782,2.6874094,1.9400207,-2.753805,0.4751482,-0.26808125,-1.3622551,0.99733806,-1.7719283
"21341",-0.3238266,-0.07729262,-1.4265033,-0.9036428,-0.49758402,0.78598416,-0.21436453,-0.029155493,0.96271086,0.13439731
"5541",0.9102326,0.5459367,3.197269,0.60454196,-0.76873314,1.7451676,0.0602926,-2.9846764,0.5183102,2.3462121
"15073",-1.1588771,-0.8763399,0.9179605,0.33581543,0.30688253,0.66550756,-0.6264578,0.14340198,-1.1211219,-0.01134643
"128",0.1741789,0.26442266,-0.8306079,-0.5641981,-0.32859364,0.62744176,0.090964496,-0.33676678,1.5119127,-0.37307578
"16914",1.2870913,0.2018761,-0.35929686,-1.1765075,-0.32109386,-0.7820998,-0.26887125,-0.57945794,-1.1410683,-0.4703136
"20739",1.2837489,-0.26409236,-1.0234503,-0.29787248,1.2012029,0.31599534,0.6736384,0.30983573,-0.6150234,-1.0047
"18831",-0.60344696,-0.6312944,1.7094936,-0.33304593,0.50069577,0.26834714,-1.4823492,-1.0217726,0.51140714,-1.0185006
"11503",0.31986415,0.32990217,-0.9018028,0.71564007,-0.39825517,-0.39603865,0.18835461,0.63810515,0.94137526,-0.285864
"26298",0.36378598,-0.24314737,-1.3214271,-0.7360564,0.13386962,-0.30516648,-1.4408443,0.49267823,-0.46313894,0.5044933
"13929",0.64729327,0.18561685,-0.49152303,-0.10619216,-0.5225001,-1.2996299,-1.030155,0.28646868,-0.7054594,-0.33427763
"29580",-0.6311736,-0.7877619,0.8021314,-0.30141872,-1.0125682,-0.48353168,0.21593025,-0.54022855,0.70753634,2.609816
"8012",-1.7657447,-1.368743,0.2615873,0.7375835,0.24310201,1.7936264,0.5487129,0.45651346,0.7655159,-0.9920302
"21714",-1.7530122,0.43749732,1.8497094,-0.2612093,-0.82391125,0.25845647,-0.6174538,0.019397974,-1.3314643,-1.8655841
"27396",-0.27631864,-0.31505272,-1.5936786,-0.08537032,0.6805164,-0.11931819,-0.054510176,0.36723405,0.04935178,0.25108266
"3009",0.5424953,1.735763,0.18663082,2.0755105,-0.023970783,-1.5104089,0.52709216,0.13655323,-0.06776789,0.27035862
"27972",0.22102672,0.6839026,-1.7190938,0.76701504,-0.2823333,0.3493104,0.6964378,-0.2963758,-0.044549853,-0.4351843
"21869",-0.33595905,0.27843308,-0.7972295,-0.24823692,-0.54421884,-0.20981497,-0.16237807,-0.8454061,0.83228326,0.20254673
"16382",-0.7680187,0.87265337,-0.86715233,-0.546492,-0.6526648,0.22181165,-0.06725603,-0.044945717,-0.19613245,0.37865674
"21617",-0.6775325,-0.47021046,-1.3151677,0.4983284,-1.4741886,-0.115663946,0.566978,-0.10861176,-1.0659118,0.24679367
"6167",-0.5220196,0.37677425,-0.83322346,0.4281606,-1.0017334,-0.5789536,-0.15549839,0.7479649,0.31944683,0.29585057
"2678",-0.2734028,-1.7463255,-0.24734278,0.60897875,0.13152865,-0.53174746,0.4962874,0.6893718,1.4440376,1.1029527
"13575",-0.2861799,-0.3699131,0.8808024,-0.384996,0.17217326,0.6344421,0.85946953,0.623759,-1.0776196,-0.7318035
"15613",-0.77970374,0.47499526,1.4595706,0.67031235,0.2610054,0.6881448,-1.2374458,0.28198624,-0.20504065,-1.8339168
"21415",-0.848823,-0.61423075,0.14581901,-0.80777586,0.06190355,-0.43140164,-0.4513471,-0.7344218,1.572093,1.3472346
"22687",-0.5411925,-1.2599008,0.0030906498,-0.51810473,0.22552669,-0.43479702,-0.49982822,-0.074778974,0.7197664,1.5713112
"21907",0.42121977,0.01935625,-1.4333034,-0.45195282,0.7305278,1.1201373,0.25155017,0.71586335,-0.102736056,0.28279036
"5447",0.094986975,-0.013056695,-1.3267589,-0.46244597,0.54754794,0.42687416,-0.26128757,0.00063860416,2.110392,-0.05608461
"3991",-1.3161923,-0.44937304,0.89588237,-0.15891203,-0.71859115,0.030094922,0.2929531,1.1841311,-0.33330837,-2.251814
"14823",0.2281338,2.3088417,0.545678,-0.5100031,0.65842104,-1.0798453,-0.48446548,-0.5102094,-0.034870565,-0.95047987
"5117",0.5495779,-0.5270741,-0.9989041,-1.0822217,-0.06690503,-1.5891712,-0.24498773,-0.020231783,-0.38836926,-0.6347346
"17148",-0.36796442,0.21633512,-1.6624122,0.22150569,-0.5788169,0.74354863,-0.46641803,-0.8979172,-0.23195295,0.2648245
"19607",0.15691489,3.2793531,0.72874475,0.5062704,-0.26891214,-0.6018803,-0.08015275,-0.33482927,1.0912215,-0.067736514
"11727",0.023262948,1.0669566,1.8035852,0.57298553,0.23550162,0.9133718,2.3107977,1.8241754,-0.16116256,-1.168025
"12453",0.32091862,0.30986,-1.2258489,-0.48897523,1.1552534,0.33702815,0.83833987,0.48242882,1.2807819,-1.0650307
"2074",2.3631024,0.6181035,2.9653919,0.5160686,-1.0109029,-3.5692377,-2.2033377,-0.06627387,0.9822484,0.70969415
"21839",-1.2812845,-0.16832754,-1.3110387,-1.2788833,-0.9038463,-0.30792737,-1.4049001,0.006972313,-0.7552061,0.5649028
"9517",0.039871037,-1.0131812,0.5300847,0.39428997,-0.8587356,-0.6439134,1.8778746,0.23396939,0.31303856,1.9570363
"23617",-0.39658484,-0.36189628,-1.5713524,0.31892452,0.7504937,0.67616963,-0.14581066,0.14303517,0.56367075,-0.044733092
"15698",0.4991191,0.25500315,-0.6506537,0.36760756,-0.60731286,0.4997897,-1.0847819,-0.39990455,-0.38762593,0.75297767
"16867",3.7395039,-0.5606703,0.8721502,0.14859179,-1.081909,2.6436572,-2.395931,2.378303,-1.4194484,-0.023405112
"5659",0.2684281,-1.2343695,-0.25929344,0.2948326,-0.558694,2.3013477,0.4621895,1.4443481,-1.1134381,0.78674245
"15932",0.49952906,0.54352784,-1.0786626,0.29046613,1.9815464,1.1298746,-0.07076013,0.26000798,0.79345715,0.04258354
"15349",0.36805815,-1.9475404,-0.39241034,-1.774727,1.2708702,-0.3759665,-0.66189957,0.15131289,-0.29943493,1.4138988
"24033",0.09691012,-0.31237265,-1.1328359,0.78040874,-0.5191176,-0.03371644,0.18309799,-0.34866744,0.2565607,0.5045571
"18477",-0.51357293,0.31914777,-1.1642324,-1.1199715,-0.6395675,-0.2398526,-0.45799208,0.43742484,-0.82373786,0.33097225
"467",0.12291038,-0.7139318,-0.9672264,1.7451437,-1.4200091,-0.5785655,1.1209679,-0.31600684,-0.7274275,-0.6309782
"26810",-0.09875342,-1.194942,-0.25736552,-0.35621315,-0.1341286,-0.31589407,-0.28673434,0.3461555,0.5251013,2.247082
"29435",-2.0222826,1.0347778,1.9573058,-0.12752931,0.07524292,0.5625361,-1.555999,-0.39497977,0.20178428,-0.9873234
"22958",0.3041982,0.18355274,-0.90276515,-0.5909515,0.7006982,-0.036764503,-0.8240191,-0.9885697,0.7234416,-0.7315684
"27590",0.6118222,-0.14700761,-1.5912355,0.40703246,0.19321957,-0.120684326,-0.5542408,0.9132357,0.7505083,0.393829
"9957",0.13659811,-1.4216075,-0.123004854,0.5728225,-0.6295706,-1.1120625,0.65883166,-0.28133863,0.42111138,0.6517496
"13228",0.23524761,-0.36181402,1.668147,-0.21060896,0.5262738,0.28028917,-0.59987974,0.3228097,0.5065266,-1.7398778
"10645",0.2874316,-0.8265795,-1.144245,0.2701637,-1.1417913,-0.24666864,0.19507596,0.5178324,0.82876897,-0.47204065
"29687",1.3472569,0.118343115,-0.9954269,-0.23993611,0.5106521,-0.17491454,-0.8278271,-0.005407512,-0.48808017,0.07981846
"25780",0.2882052,0.88094544,-0.04624057,-1.9511284,0.8795622,-1.7536972,-0.45400274,-1.0305858,0.3091795,0.3554142
"5148",-0.80530584,-1.0396417,0.7094301,0.0799211,-0.91240066,0.707469,0.7789536,-0.08994919,0.5657635,-0.5957075
"11353",-0.8747879,-1.3609543,0.1396065,-0.4870289,-0.8536086,-0.7633046,1.015771,0.7224899,0.53363407,1.5079657
"28169",-0.7572976,0.50760496,-0.80336547,-0.89168966,-0.75789213,-0.008431733,-0.20161551,0.040109575,0.7663964,0.3647985
"5397",-0.16242462,0.6611252,1.6609526,0.10503568,0.67483455,0.7342837,2.0828218,1.1045549,-0.68173057,-1.860659
"23292",-0.65461445,-0.59816796,2.4492369,0.94158494,-0.31475484,1.0341847,-1.0305134,-0.1902911,-0.45236117,-0.8704422
"3729",0.46234965,0.06318009,-1.3708946,0.60463065,-0.38580233,-0.16610932,0.00070530176,0.55519617,0.41096023,0.29318792
"20035",-0.43337795,-0.13248518,-1.2301787,0.12374917,-1.5360477,0.019562304,-0.574492,0.21788073,-1.3759139,0.31182706
"17850",-0.113841236,2.484322,0.430877,-0.7364058,1.1926901,-0.10501391,-0.28205806,-0.07410997,-1.9584751,-0.58482134
"26527",0.23610795,0.76184857,-0.5556478,0.032933906,-0.07328255,-1.5765498,-1.0792867,-0.085864305,-1.3348516,-0.6194881
"27734",0.81698626,0.7659733,-0.26527607,-0.77975607,-0.45430943,-0.89234173,-0.5706693,-1.370007,0.07859823,-0.23744175
"20502",0.027193636,-0.37060875,-1.1825962,-1.2112278,0.6217263,-0.02345109,-0.463982,-0.8570238,-1.0657477,-0.93259263
"5359",0.06377977,0.07752049,-0.66837585,0.17613293,-0.44008356,-0.16955572,0.7552642,0.6103343,0.5586567,-0.107463025
"25289",-1.7960777,0.69418716,1.5196441,-0.17693198,-0.47819868,-0.30911666,-0.40719974,1.540524,-1.7028203,-0.2877121
"8558",-0.49473605,-0.573554,-1.260991,-0.19160059,-0.0029586107,-0.3071323,0.38074353,0.6828442,0.2464669,-0.16652739
"10688",0.55640084,0.19978082,-0.2940373,0.0067069456,0.004211232,-1.3477299,-0.2164824,0.8285987,-0.7012441,-0.31558782
"22561",-1.4168577,-0.55057716,1.1482283,0.9389106,-0.3370118,0.4097885,-0.5383645,-0.28683978,0.40695414,-0.45660472
"26225",-0.68890804,-0.50871015,0.45310774,-0.74177486,-1.4077585,-0.18953079,-0.03518033,-1.0391142,1.5603447,1.8568058
"21639",-0.71632576,-0.64961725,2.0283632,0.7415465,0.96643406,1.4777802,-0.6935961,-1.7834711,0.43970886,-0.6151968
"1792",0.029332638,-0.1975179,-0.9249463,0.12596014,0.043470114,-0.6025699,1.0686233,-0.21881872,0.26452467,-0.66904026
"9428",-1.4634988,-0.36657637,0.5491135,0.24224584,0.027454287,0.7828504,0.018224537,-0.07800281,0.89200354,-1.2903123
"21078",0.2680089,0.74311745,-1.0462472,0.009178624,0.087207854,0.9187176,-0.36635804,-0.9069974,1.8660567,0.33499157
"23120",-0.45647147,-0.60437334,1.3720293,-0.07321152,0.23269132,0.009847283,-1.3986511,-0.2671464,-0.28034562,-1.0733683
"29961",0.06860596,1.5551552,0.11292234,0.025431186,0.76784486,-1.941708,-0.1001237,-1.0540943,0.06120935,-0.31924355
"28272",-0.6397294,0.20240027,-0.28047687,1.0386875,0.5016858,1.3247794,-1.8616538,2.7325144,-2.0660403,0.26378477
"8306",-1.3901939,0.19685924,1.1049044,0.45572093,-0.22867066,1.3268648,-0.3125428,0.25971448,0.7698883,-1.8878585
"22201",-0.71234393,-0.097616374,-1.5365515,0.29453844,-1.733681,0.20807815,-0.97481227,-0.71705776,1.1470841,0.24943186
"5033",-1.0808041,0.22728312,-1.2966566,0.6428776,-0.27399397,-0.1602937,1.0059851,-0.013928294,0.84728634,0.22740053
"24314",1.6194263,0.6821239,-0.40435523,-0.24931923,0.5067885,-0.13882208,0.5760399,-1.8655608,0.17858252,-0.22806583
"1326",-0.36484253,-0.27405405,1.3731079,0.2839212,0.27725032,1.002099,-0.14921439,0.095532715,-0.073955685,-1.9306315
"28091",1.4688776,-0.11606911,-0.9495661,-1.4726757,0.746861,0.40227187,-0.9527637,-0.85243016,-1.1579884,-0.73271936
"22570",-0.82264864,0.27265567,1.8770922,-1.0672256,1.1417212,2.1394572,1.3989389,1.8661103,0.3800852,0.41086358
"4004",1.9580317,-1.533378,-0.5196966,0.9199749,1.2144575,2.8739438,-0.64036334,2.4797318,-1.0475035,0.069671094
"23468",0.5682766,1.9251469,0.5627978,-0.52655727,1.2212143,-0.84967524,0.5239653,-0.92811936,-0.58222395,-0.20260188
"6361",0.15607488,0.2788669,-0.58885235,0.44593334,0.39576703,-0.8891206,0.59554815,-0.7368265,1.3626802,-0.47197944
"8756",-0.52041763,0.40605986,1.3990599,3.670734,-0.55391383,0.98966944,1.4179078,4.352423,-1.4373121,0.04548405
"17911",1.0129457,1.6245929,0.05589041,0.13190226,0.8507753,-1.1457497,0.059641838,-1.2838731,-0.0061987042,0.52890956
"1864",0.022726506,-0.6522633,0.40573892,0.8380111,0.09082514,0.19505608,1.6109476,0.060678244,0.7875587,1.8513929
"534",0.28997415,-2.0477214,-0.28133318,-0.06025353,0.8015614,-0.9929475,-0.10682982,-0.009409726,-0.24694315,1.1514788
"5482",-0.37249604,0.8133906,-1.105326,0.10064507,-0.61162704,-0.67683244,0.19256899,0.8281064,-0.07355514,-0.29482883
"26770",-0.8230067,-0.106288314,1.0513054,0.83966297,1.9047136,-0.16977775,-0.18760753,0.70473707,-1.7544754,1.737745
"13620",-0.7908609,-0.7843767,1.1357393,-0.4748732,0.22276199,0.6619854,0.21534926,-0.094584346,0.18598846,-1.4519063
"24414",-1.440425,1.2311062,1.8971046,-0.34335342,-0.099075526,0.7973219,1.5683004,2.2564516,0.10401741,-0.32712635
"10251",-0.27503332,-1.0089419,-1.7267638,0.62662125,0.73481256,0.11264837,1.3151922,0.9279773,1.2243187,-0.7319864
"8161",-0.60552937,-0.056387186,0.57642686,-0.717972,0.9009493,0.31909847,0.89367914,3.1854856,-1.561724,0.38754892
"16880",0.14081901,2.3630705,0.089078814,-0.6103007,1.1617794,-1.381302,0.14119327,0.12892032,2.1867452,0.21048604
"20129",-1.5238569,1.171559,0.4136527,0.11724271,1.8411236,2.1594644,0.3704835,0.027019083,-0.32114822,2.7573993
"4763",-0.03301516,0.24684882,-0.33306408,0.5240017,-0.46481997,-1.9377303,-0.85450697,-0.03662491,-0.6353467,-0.35207886
"29315",-1.6889071,-0.62641567,1.1714172,-0.8641502,-0.17884627,0.31755126,-1.3293749,0.78757685,-0.030121028,-0.6075565
"27484",-1.3233936,0.54767716,0.96764505,0.7641426,0.035584405,0.8082917,-0.39116502,4.2755365,-1.8656967,0.44212294
"25134",-1.5794454,-0.4043486,1.649003,0.35464394,-0.77009594,0.21892667,-0.7327031,-0.88750035,0.74455464,-0.40585405
"5843",-0.0467934,0.33939904,-1.2303371,0.99074423,-0.39336792,-0.13328981,1.4680707,0.46724275,0.30831745,-0.18393052
"30217",-0.852799,0.6179583,-1.0590216,-0.72745514,-0.3074577,0.22457695,-0.8433895,0.057909846,0.013623744,0.20313524
"21894",-0.423106,1.3616416,-0.14429891,-1.2991284,1.5786748,-0.98939157,-0.14859045,0.10020232,0.75900376,-0.40167445
"22579",0.3574978,0.41849196,-1.0835458,-0.5777446,0.69557285,-0.52772266,-0.56547976,-0.09758854,-0.20979707,-0.5849868
"27916",-0.102781266,0.28295487,-0.8359343,0.77583027,-1.6624186,-0.69980747,-0.41862988,-1.633966,-0.0287382,-0.060737535
"23505",-0.344432,0.37893927,-1.006951,0.40297133,0.63260865,0.20615351,0.6705216,-0.4492399,1.6018853,-0.07530163
"19714",1.2870145,0.14610064,1.7424349,-0.48442632,0.45067722,-1.9232244,-2.4405534,0.3408895,1.0340247,0.98501694
"12177",-0.16281381,-0.06389451,0.15435961,0.925727,-1.4697747,-1.214673,0.47965488,-0.4694149,1.1932408,0.9730575
"3855",-0.56953907,1.2162316,0.3513923,-0.5214326,-0.6566013,-1.4695423,0.84097356,0.11947018,-1.4445009,-0.5565763
"9629",-0.1798585,0.168141,-1.131192,0.32769608,-0.24069597,1.1095101,1.0350274,-0.18748409,0.035650015,0.52733845
"14019",0.7630889,0.2700793,-0.88384473,0.08723223,-0.13292643,-0.38442796,0.75365305,0.8276078,0.35703698,-0.64932704
"9263",-0.60194635,-0.07031551,-0.7560616,0.110285856,-1.4559078,-0.47280714,0.4494775,0.26229793,-0.4815311,0.5686118
"11137",-0.135741,-1.525537,0.06738493,1.7312344,-0.3369053,-1.3747673,0.25034514,-0.4001519,0.3239387,1.0192351
"20292",0.7308009,-0.5403446,-0.96872044,-0.6377636,0.10560602,-0.5076462,-1.5898485,-0.3062653,0.2535393,-0.01889006
"15738",-1.4384956,1.1743338,-0.2855854,-0.012052745,-0.015228435,-0.6861132,-1.3356683,0.09753603,-1.3155682,-0.023583427
"11856",-1.07766,-0.88962305,-0.5115032,-1.4154521,0.5376864,-1.2959856,0.13792837,0.41238353,1.3003362,0.8839226
"29095",0.6584284,-0.032681465,-1.1552029,-0.39941972,0.60186356,0.3602072,-0.9870744,0.14427668,0.1038135,0.14395429
"15388",0.9382332,-0.48442608,-0.71553254,-0.35118148,0.746189,-0.55148065,-1.0185593,-1.1692381,-1.4249861,-0.9791088
"14408",-0.16973776,1.910961,0.27516964,0.5835921,0.8052377,-1.4348426,-0.19462651,-0.22588855,0.106031924,-1.0262591
"11950",-0.66191167,-0.9874663,0.11848119,-0.16751999,0.018977627,-0.6626216,0.48693454,0.138928,0.20432338,1.805385
"14779",-0.23831727,-0.9837825,0.012912422,0.004524447,0.679535,-0.25484294,-1.3143806,-0.67187804,0.77828276,1.926801
"26693",0.19903785,0.9333588,-0.8904803,-0.5138121,0.15991461,0.26268554,-0.3019066,0.5277735,-0.06787291,0.30374068
"4623",-0.30261683,0.48567784,-1.0750299,-0.65426975,-0.37582713,-0.6196983,-0.43826687,1.0575895,0.7282556,0.4162708
"3176",1.0349257,-0.032215953,-1.052844,1.2567961,-0.5040171,-0.4006595,0.48305535,0.8944162,-0.07130176,0.34660357
"8882",0.19923723,-0.057043135,-1.1737983,0.25563693,-0.36078382,-0.5249156,0.002404213,0.6945207,0.3413957,0.3157215
"2479",-0.4432159,1.532741,-0.13390788,-0.08048563,0.12939498,-1.3234264,1.1015077,0.9719467,0.046996146,-1.0566069
"12650",3.1708808,0.80880785,1.2002684,-0.8957566,-2.2462745,0.80245554,-0.6281843,3.0359368,3.2174544,-1.1992486
"30554",-0.516944,0.45504194,2.0152192,-0.76397413,0.25886387,0.5589429,-0.85744226,-1.3463025,0.8952745,-2.1702466
"13328",0.4537863,1.0262301,0.25836906,0.5430736,0.8501894,-1.2611225,1.0325747,0.27528852,-0.22166607,-0.64608824
"18352",-1.6701436,0.8125535,1.2042115,-2.2184587,-0.5619452,1.121462,-0.3941462,0.70688474,-0.5395219,-1.3767754
"5932",1.1401908,0.062748134,-0.75645745,1.7751249,0.1620017,-1.0203198,0.5280293,-0.33632308,0.24289712,-0.833402
"17448",0.35723925,2.5142927,1.0406183,-1.0807533,1.1497908,-0.9272418,0.93946135,-0.57978326,-0.9382802,-0.92789614
"13613",-1.6252716,-0.12371811,1.0364931,0.06602368,0.3653627,0.7403307,0.6961342,1.5952559,0.08239487,-1.1471599
"28776",-1.534049,-0.0013188124,1.68459,0.11403204,-0.8731544,-0.03231758,-0.03033197,-0.27812558,-0.48488927,-0.23058912
"3265",-0.12219426,0.7789855,-0.29303038,-1.2041814,-1.4598415,-2.1185606,0.1478275,0.49699172,-1.3687103,0.21000405
"9897",0.82690173,-2.0120373,-0.39403328,0.20551832,0.5365111,-0.36589283,0.8440119,0.2749257,1.313248,1.3879462
"2878",-1.0077991,0.10646969,1.1370388,1.7118427,0.46676826,1.0331631,0.059929967,0.4121589,-0.05872464,-2.3028073
"9439",-0.95922935,-0.762459,0.7274587,1.2638286,0.029488787,1.0002257,-0.29956037,0.47452056,1.2196386,-0.8337864
"3035",2.6488056,2.1880746,1.4804881,-0.72013414,-0.3885473,1.783377,3.9794648,-1.5076389,-1.6563668,0.17616378
"27357",-1.4781649,0.12925434,2.2198071,-1.3415031,-0.8570496,0.6265124,-0.66806626,-0.33404154,-0.79080975,-0.028191708
"2290",-1.2304546,1.5723158,2.4767478,0.1471413,-0.1127659,0.09640145,1.0806731,1.7893476,-0.4200018,-0.65482694
"26980",0.011126578,-0.07483083,-1.146483,0.063282914,0.9971792,0.06425923,-1.2028809,-0.27423197,0.1259245,-0.25296444
"14792",-1.1209321,-1.19367,-0.14905837,-2.256764,0.3634237,-1.4215691,-0.559029,-0.34622008,0.56430614,1.7430764
"1587",-0.2417907,-0.43908706,1.4732997,-0.1266617,-0.40160754,0.49084306,-0.5916797,0.051680505,0.92642486,-2.377171
"29372",-0.07167569,1.6517619,-0.18949644,-1.4886589,1.8380809,-1.0015943,-0.124944985,0.3692124,0.19871727,-0.6304184
"10292",-0.19238117,-1.0166725,-0.49851012,0.8413515,1.7515371,-1.1809449,-0.57695055,0.48554364,1.3500563,0.9595146
"24373",1.7386146,0.39772516,-0.38648722,-0.051229104,0.3509934,-0.10071385,0.2550055,-1.5275173,-0.10921851,-0.41425723
"14353",0.2617054,-1.1226088,-0.24811558,0.3036403,0.9919295,-0.74837774,0.40693632,1.1252803,2.1353233,0.8292716
"15860",0.096018195,-1.9307692,0.41340253,0.40725413,3.7303321,1.2650276,1.102197,0.5043756,-0.43472627,-0.16641825
"26659",1.3986292,-0.16195792,-0.9664897,-0.4393283,1.5529397,0.37051165,-0.9479387,-1.0259182,-1.1734239,-0.9680249
"17423",-0.049678534,-2.078845,1.9879783,0.7833579,-0.60759807,-0.17955142,-0.6142113,-0.04251522,-1.0671824,-0.44999683
"6454",0.84899956,-0.35413748,-0.87180316,0.56672347,0.66803575,-0.49446484,1.4422245,-0.24618179,-0.470499,-0.99587274
"5563",-1.0111141,-1.2055364,-0.28843188,1.358738,-1.100836,-0.62314427,0.6200452,0.0680778,0.14209178,1.5158757
"30022",0.16870594,-0.5896044,-0.846504,-0.21640745,0.44888598,0.05598563,0.91578054,-0.96259767,-0.48801175,-0.9168528
"13552",1.0184476,-0.09237003,-0.3636268,1.2724472,-1.03162,-0.90748096,0.2377654,-0.993218,0.41125885,-0.37726784
